CustomerID,Segment,RFM Score,Recency,Total Orders,Total Revenue,Churn Risk,Last Purchase Date
13626,At Risk,112,253,1,241.32999999999998,High Risk,2011-04-01 10:05:00
13627,Loyal Customers,334,59,6,1162.33,Low Risk,2011-10-11 14:20:00
13629,At Risk,212,143,1,191.76000000000002,High Risk,2011-07-20 08:48:00
13630,Champions,544,5,11,866.9399999999998,Low Risk,2011-12-04 15:16:00
13631,Potential Loyalists,222,178,3,220.0,Medium Risk,2011-06-15 11:29:00
13632,Champions,435,25,6,1675.1200000000001,Low Risk,2011-11-15 10:51:00
13634,Loyal Customers,334,33,5,985.66,Low Risk,2011-11-06 13:40:00
13635,Potential Loyalists,314,68,1,932.8800000000001,Medium Risk,2011-10-03 10:55:00
13636,Loyal Customers,334,37,6,610.13,Low Risk,2011-11-03 10:30:00
13637,Loyal Customers,324,52,3,682.3499999999999,Low Risk,2011-10-18 13:32:00
13638,Potential Loyalists,411,16,1,97.14000000000001,Medium Risk,2011-11-24 10:38:00
13639,Potential Loyalists,214,74,1,646.3399999999999,Medium Risk,2011-09-26 13:36:00
13642,At Risk,112,216,1,213.13,High Risk,2011-05-08 12:34:00
13643,Loyal Customers,423,31,3,468.44000000000005,Low Risk,2011-11-08 15:37:00
13644,Champions,535,9,5,1811.29,Low Risk,2011-12-01 08:18:00
13645,At Risk,211,120,1,30.599999999999998,High Risk,2011-08-11 16:11:00
13647,Champions,534,10,4,1134.52,Low Risk,2011-11-30 12:00:00
13649,At Risk,112,257,2,250.45000000000005,High Risk,2011-03-28 11:51:00
13650,Champions,445,17,7,1508.59,Low Risk,2011-11-23 12:22:00
13651,At Risk,311,40,1,49.8,High Risk,2011-10-31 12:11:00
13652,Loyal Customers,324,46,3,949.64,Low Risk,2011-10-25 08:51:00
13654,Loyal Customers,335,43,6,2194.92,Low Risk,2011-10-27 16:24:00
13655,Potential Loyalists,214,114,2,711.57,Medium Risk,2011-08-17 14:25:00
13656,Potential Loyalists,213,165,2,319.78999999999996,Medium Risk,2011-06-28 10:31:00
13657,Potential Loyalists,512,11,2,253.50000000000003,Medium Risk,2011-11-29 12:32:00
13658,Champions,535,10,6,1628.75,Low Risk,2011-11-30 10:13:00
13659,Potential Loyalists,124,197,3,1098.4199999999998,Medium Risk,2011-05-26 19:56:00
13662,Loyal Customers,234,86,6,634.5600000000001,Low Risk,2011-09-15 12:04:00
13663,At Risk,211,179,1,91.07000000000001,High Risk,2011-06-13 15:44:00
13666,Potential Loyalists,321,60,3,67.65,Medium Risk,2011-10-10 15:39:00
13667,At Risk,212,149,1,234.35000000000002,High Risk,2011-07-13 15:42:00
13668,Champions,545,3,28,3800.1000000000004,Low Risk,2011-12-07 12:14:00
13669,Potential Loyalists,312,51,2,160.2,Medium Risk,2011-10-20 09:32:00
13670,Potential Loyalists,213,75,1,333.2,Medium Risk,2011-09-25 15:25:00
13672,At Risk,131,301,5,105.39000000000001,High Risk,2011-02-11 13:53:00
13673,Potential Loyalists,412,19,2,297.78999999999996,Medium Risk,2011-11-21 12:11:00
13675,Potential Loyalists,213,151,2,473.38,Medium Risk,2011-07-11 12:57:00
13678,At Risk,211,152,1,72.56,High Risk,2011-07-11 10:14:00
13680,Champions,535,1,5,2058.9399999999996,Low Risk,2011-12-08 13:47:00
13681,Loyal Customers,434,18,4,759.73,Low Risk,2011-11-22 11:13:00
13682,Lost Customers,111,187,1,34.0,High Risk,2011-06-05 14:06:00
13684,Lost Customers,111,286,2,65.13000000000001,High Risk,2011-02-27 10:25:00
13685,Loyal Customers,531,3,4,20.919999999999998,Low Risk,2011-12-06 13:45:00
13686,Lost Customers,111,183,1,72.0,High Risk,2011-06-10 09:10:00
13689,At Risk,311,63,1,15.0,High Risk,2011-10-07 13:21:00
13690,At Risk,311,59,1,63.75000000000001,High Risk,2011-10-11 15:03:00
13692,Loyal Customers,414,25,2,749.64,Low Risk,2011-11-15 11:17:00
13693,Lost Customers,111,325,1,0.0,High Risk,2011-01-18 15:23:00
13694,Champions,545,4,19,2051.21,Low Risk,2011-12-06 09:31:00
13695,Champions,445,31,13,1616.53,Low Risk,2011-11-08 14:26:00
13697,Potential Loyalists,312,39,1,151.3,Medium Risk,2011-11-01 09:14:00
13699,At Risk,211,155,1,70.08000000000001,High Risk,2011-07-07 16:51:00
13700,Champions,445,26,10,1840.13,Low Risk,2011-11-13 13:00:00
13704,Champions,545,5,10,1667.7,Low Risk,2011-12-04 15:13:00
13705,Loyal Customers,523,8,3,468.97999999999996,Low Risk,2011-12-02 12:32:00
13706,At Risk,112,303,1,273.04,High Risk,2011-02-10 09:21:00
13707,At Risk,113,267,2,527.8100000000002,High Risk,2011-03-17 18:03:00
13708,At Risk,112,271,1,242.61,High Risk,2011-03-13 13:46:00
13709,Champions,545,4,17,4175.5,Low Risk,2011-12-06 10:28:00
13710,Potential Loyalists,411,32,1,94.55999999999999,Medium Risk,2011-11-08 08:16:00
13711,At Risk,112,219,2,160.76,High Risk,2011-05-05 10:31:00
13712,Lost Customers,111,247,1,88.2,High Risk,2011-04-07 12:33:00
13715,Potential Loyalists,134,281,6,918.45,Medium Risk,2011-03-03 19:21:00
13716,Lost Customers,111,269,1,138.28,High Risk,2011-03-15 13:49:00
13717,Loyal Customers,434,32,6,1074.82,Low Risk,2011-11-07 14:13:00
13718,At Risk,112,246,2,204.3,High Risk,2011-04-07 13:24:00
13719,Loyal Customers,434,15,5,754.26,Low Risk,2011-11-24 15:26:00
13720,Loyal Customers,234,117,4,636.5999999999999,Low Risk,2011-08-15 12:46:00
13721,Potential Loyalists,313,36,1,453.09,Medium Risk,2011-11-03 14:05:00
13722,Loyal Customers,225,132,3,1643.28,Low Risk,2011-07-31 12:44:00
13723,Lost Customers,111,217,1,120.35000000000001,High Risk,2011-05-06 17:04:00
13725,Loyal Customers,344,50,10,1132.87,Low Risk,2011-10-21 10:03:00
13726,Potential Loyalists,313,39,2,429.12,Medium Risk,2011-11-01 10:49:00
13727,Potential Loyalists,412,29,2,267.93,Medium Risk,2011-11-11 09:46:00
13728,Loyal Customers,333,37,6,388.04,Low Risk,2011-11-03 10:49:00
13730,Potential Loyalists,213,136,2,522.55,Medium Risk,2011-07-27 08:35:00
13731,At Risk,113,219,2,499.6899999999999,High Risk,2011-05-04 14:33:00
13732,Potential Loyalists,413,28,1,491.86000000000007,Medium Risk,2011-11-11 15:49:00
13735,Champions,445,25,8,1586.4899999999998,Low Risk,2011-11-15 11:14:00
13736,Loyal Customers,523,5,3,563.9499999999999,Low Risk,2011-12-04 15:19:00
13737,At Risk,112,200,1,178.89999999999998,High Risk,2011-05-23 16:32:00
13740,At Risk,112,241,1,216.86,High Risk,2011-04-13 10:32:00
13741,Potential Loyalists,233,72,4,361.18,Medium Risk,2011-09-29 09:19:00
13742,Champions,445,17,13,1452.81,Low Risk,2011-11-23 11:07:00
13743,Champions,544,3,8,805.1999999999999,Low Risk,2011-12-07 10:09:00
13744,Potential Loyalists,214,95,2,916.26,Medium Risk,2011-09-05 15:19:00
13745,At Risk,212,151,2,241.36,High Risk,2011-07-11 14:21:00
13748,Potential Loyalists,233,96,4,315.20000000000005,Medium Risk,2011-09-05 09:45:00
13750,At Risk,212,171,2,190.13,High Risk,2011-06-21 15:13:00
13751,Lost Customers,111,288,1,75.6,High Risk,2011-02-24 15:56:00
13752,Loyal Customers,234,124,6,705.89,Low Risk,2011-08-07 14:16:00
13753,At Risk,113,288,1,575.66,High Risk,2011-02-25 12:48:00
13754,At Risk,211,152,2,129.6,High Risk,2011-07-11 11:51:00
13755,Champions,545,4,9,1435.56,Low Risk,2011-12-06 12:26:00
13756,Champions,545,2,13,2700.6900000000005,Low Risk,2011-12-07 16:44:00
13758,Champions,545,12,7,1943.4900000000002,Low Risk,2011-11-28 11:11:00
13759,Potential Loyalists,313,33,2,439.5899999999999,Medium Risk,2011-11-06 14:47:00
13760,Potential Loyalists,312,54,2,286.78999999999996,Medium Risk,2011-10-16 16:13:00
13761,Potential Loyalists,314,50,2,869.1999999999999,Medium Risk,2011-10-20 14:01:00
13762,Lost Customers,111,204,2,133.2,High Risk,2011-05-19 15:23:00
13763,Potential Loyalists,313,63,1,308.40000000000003,Medium Risk,2011-10-07 15:13:00
13764,Potential Loyalists,224,71,3,1267.87,Medium Risk,2011-09-30 12:03:00
13767,Champions,545,2,51,6523.8099999999995,Low Risk,2011-12-07 15:00:00
13769,Champions,545,2,16,2040.77,Low Risk,2011-12-07 15:08:00
13771,Loyal Customers,335,64,5,2153.02,Low Risk,2011-10-06 14:18:00
13772,Loyal Customers,324,34,3,998.48,Low Risk,2011-11-06 11:43:00
13774,Potential Loyalists,213,82,1,314.15,Medium Risk,2011-09-19 12:06:00
13777,Champions,545,9,27,3330.29,Low Risk,2011-12-01 11:18:00
13778,At Risk,212,103,1,178.7,High Risk,2011-08-28 15:25:00
13780,Potential Loyalists,512,7,2,223.51000000000002,Medium Risk,2011-12-02 13:49:00
13781,Lost Customers,111,251,1,54.64000000000001,High Risk,2011-04-03 12:08:00
13782,Loyal Customers,434,13,6,648.6199999999998,Low Risk,2011-11-27 11:54:00
13784,Potential Loyalists,232,113,5,247.26,Medium Risk,2011-08-18 18:21:00
13786,At Risk,112,367,1,148.8,High Risk,2010-12-07 13:53:00
13787,At Risk,212,76,2,231.55,High Risk,2011-09-25 12:06:00
13790,Potential Loyalists,512,4,1,236.83999999999997,Medium Risk,2011-12-05 15:48:00
13792,Potential Loyalists,312,66,2,165.2,Medium Risk,2011-10-04 14:31:00
13798,Loyal Customers,443,18,16,360.01,Low Risk,2011-11-22 12:13:00
13799,Potential Loyalists,214,117,2,649.0600000000002,Medium Risk,2011-08-15 12:07:00
13800,At Risk,113,310,1,473.1200000000001,High Risk,2011-02-03 12:27:00
13801,Potential Loyalists,312,67,1,235.2,Medium Risk,2011-10-04 10:15:00
13802,Potential Loyalists,224,139,3,798.52,Medium Risk,2011-07-24 10:54:00
13803,At Risk,112,255,1,265.17,High Risk,2011-03-29 12:57:00
13804,Champions,445,31,7,2176.64,Low Risk,2011-11-09 12:32:00
13806,Potential Loyalists,312,64,1,182.63,Medium Risk,2011-10-07 11:43:00
13807,Lost Customers,111,367,1,54.599999999999994,High Risk,2010-12-07 15:48:00
13808,Champions,534,6,5,1100.66,Low Risk,2011-12-04 12:18:00
13809,Lost Customers,111,305,1,60.300000000000004,High Risk,2011-02-07 13:15:00
13810,Potential Loyalists,413,29,2,502.06,Medium Risk,2011-11-11 08:33:00
13812,Potential Loyalists,323,42,3,434.24999999999994,Medium Risk,2011-10-28 14:27:00
13813,Loyal Customers,334,40,5,853.91,Low Risk,2011-10-31 10:38:00
13814,Potential Loyalists,215,92,2,1334.2200000000003,Medium Risk,2011-09-08 13:48:00
13815,Champions,435,22,5,2971.76,Low Risk,2011-11-17 14:19:00
13816,Loyal Customers,433,24,4,420.4199999999999,Low Risk,2011-11-16 08:38:00
13817,Potential Loyalists,413,29,2,328.97999999999996,Medium Risk,2011-11-10 17:49:00
13819,Potential Loyalists,124,302,3,624.75,Medium Risk,2011-02-11 10:38:00
13821,At Risk,212,145,2,290.53999999999996,High Risk,2011-07-18 09:49:00
13822,Loyal Customers,513,6,2,442.9,Low Risk,2011-12-04 12:13:00
13823,Potential Loyalists,413,19,2,546.11,Medium Risk,2011-11-21 10:22:00
13824,Loyal Customers,334,33,5,1109.16,Low Risk,2011-11-07 12:41:00
13826,At Risk,211,158,2,102.3,High Risk,2011-07-04 16:27:00
13827,Potential Loyalists,322,58,3,206.4,Medium Risk,2011-10-13 12:38:00
13828,Potential Loyalists,412,22,1,168.45000000000002,Medium Risk,2011-11-17 16:02:00
13831,Loyal Customers,433,16,4,434.88,Low Risk,2011-11-23 15:41:00
13832,Potential Loyalists,411,18,2,52.199999999999996,Medium Risk,2011-11-22 12:31:00
13833,At Risk,212,159,1,213.54999999999998,High Risk,2011-07-03 13:27:00
13835,Loyal Customers,434,25,4,679.87,Low Risk,2011-11-14 15:37:00
13837,At Risk,112,212,2,221.59,High Risk,2011-05-12 12:10:00
13838,Loyal Customers,533,6,4,415.47,Low Risk,2011-12-04 11:00:00
13842,Champions,345,59,9,2333.9,Low Risk,2011-10-12 10:51:00
13844,Loyal Customers,513,11,1,345.12,Low Risk,2011-11-28 13:21:00
13845,Potential Loyalists,312,65,1,157.86,Medium Risk,2011-10-06 08:25:00
13846,Loyal Customers,434,25,4,697.46,Low Risk,2011-11-15 12:07:00
13849,Potential Loyalists,314,52,2,1261.15,Medium Risk,2011-10-19 10:59:00
13850,Potential Loyalists,215,88,2,1478.98,Medium Risk,2011-09-12 18:00:00
13851,Loyal Customers,225,96,3,1500.3799999999999,Low Risk,2011-09-05 12:36:00
13853,Loyal Customers,513,9,2,506.79999999999995,Low Risk,2011-12-01 08:12:00
13854,Champions,545,9,26,2153.1200000000003,Low Risk,2011-12-01 09:06:00
13856,Potential Loyalists,231,169,5,120.3,Medium Risk,2011-06-24 10:03:00
13858,At Risk,311,57,1,127.32,High Risk,2011-10-13 16:17:00
13859,Lost Customers,111,326,1,136.56,High Risk,2011-01-17 16:14:00
13860,Champions,534,1,6,1088.18,Low Risk,2011-12-08 12:57:00
13862,Champions,445,18,10,2131.96,Low Risk,2011-11-21 16:24:00
13863,At Risk,112,245,2,252.98,High Risk,2011-04-08 17:03:00
13865,Loyal Customers,333,58,4,389.31,Low Risk,2011-10-12 13:31:00
13866,At Risk,211,74,1,134.17,High Risk,2011-09-26 14:54:00
13867,Loyal Customers,424,31,3,605.8900000000001,Low Risk,2011-11-08 15:48:00
13868,Potential Loyalists,313,39,1,428.36999999999995,Medium Risk,2011-11-01 12:45:00
13869,Loyal Customers,235,123,4,2301.3500000000004,Low Risk,2011-08-08 13:53:00
13870,Champions,545,2,10,1669.79,Low Risk,2011-12-07 13:23:00
13871,Champions,445,23,14,4759.8,Low Risk,2011-11-17 10:49:00
13873,Potential Loyalists,232,120,4,279.05,Medium Risk,2011-08-12 10:08:00
13874,At Risk,112,358,1,217.7,High Risk,2010-12-16 18:20:00
13875,Loyal Customers,335,54,5,1448.07,Low Risk,2011-10-17 09:36:00
13876,At Risk,311,64,1,60.0,High Risk,2011-10-07 10:22:00
13877,At Risk,211,86,1,17.4,High Risk,2011-09-14 15:49:00
13878,Potential Loyalists,314,55,1,815.5799999999999,Medium Risk,2011-10-16 12:19:00
13880,Champions,445,21,13,2902.1800000000003,Low Risk,2011-11-18 13:44:00
13881,Champions,445,18,11,1825.86,Low Risk,2011-11-22 08:19:00
13882,Champions,534,3,5,668.49,Low Risk,2011-12-07 11:16:00
13883,Champions,545,1,9,2057.08,Low Risk,2011-12-08 19:20:00
13884,Loyal Customers,533,7,5,564.95,Low Risk,2011-12-02 16:30:00
13885,At Risk,113,189,2,348.95000000000005,High Risk,2011-06-03 15:07:00
13886,At Risk,212,71,1,206.06000000000003,High Risk,2011-09-29 13:17:00
13887,At Risk,112,204,1,268.94999999999993,High Risk,2011-05-19 17:22:00
13888,Potential Loyalists,213,120,2,458.32,Medium Risk,2011-08-12 10:13:00
13889,Potential Loyalists,213,93,1,374.04999999999995,Medium Risk,2011-09-08 09:13:00
13890,Champions,545,1,13,1692.21,Low Risk,2011-12-08 15:36:00
13892,Loyal Customers,433,27,4,410.00999999999993,Low Risk,2011-11-13 11:50:00
13893,At Risk,112,298,1,168.70000000000002,High Risk,2011-02-15 11:30:00
13894,Loyal Customers,433,22,4,412.70000000000005,Low Risk,2011-11-17 13:35:00
13895,Champions,435,21,5,1940.47,Low Risk,2011-11-18 17:15:00
13897,Potential Loyalists,313,50,1,311.15999999999997,Medium Risk,2011-10-20 14:30:00
13898,Lost Customers,111,326,1,138.93,High Risk,2011-01-18 10:28:00
13899,Potential Loyalists,413,16,2,337.52,Medium Risk,2011-11-23 13:40:00
13900,At Risk,113,193,2,518.25,High Risk,2011-05-31 12:11:00
13901,Loyal Customers,235,72,5,2145.8300000000004,Low Risk,2011-09-28 14:48:00
13904,Potential Loyalists,313,37,2,332.64000000000004,Medium Risk,2011-11-02 13:41:00
13908,Loyal Customers,235,80,5,1900.6999999999998,Low Risk,2011-09-21 11:49:00
13911,Loyal Customers,245,144,8,1829.6600000000003,Low Risk,2011-07-18 13:30:00
13914,Loyal Customers,513,12,2,586.08,Low Risk,2011-11-28 10:35:00
13917,Potential Loyalists,312,50,2,252.14000000000001,Medium Risk,2011-10-21 09:56:00
13918,Potential Loyalists,313,50,2,565.1,Medium Risk,2011-10-21 12:25:00
13919,Potential Loyalists,323,53,3,331.86,Medium Risk,2011-10-17 15:24:00
13922,Lost Customers,111,352,1,68.1,High Risk,2010-12-23 10:38:00
13923,Potential Loyalists,312,54,1,261.48,Medium Risk,2011-10-17 12:33:00
13924,Champions,545,2,11,1519.0500000000002,Low Risk,2011-12-08 09:39:00
13925,Potential Loyalists,233,93,4,411.1,Medium Risk,2011-09-08 12:47:00
13926,Potential Loyalists,412,23,1,150.10000000000002,Medium Risk,2011-11-16 13:16:00
13927,Potential Loyalists,213,75,1,321.49000000000007,Medium Risk,2011-09-26 12:00:00
13928,Loyal Customers,532,11,4,218.77000000000004,Low Risk,2011-11-29 10:33:00
13929,At Risk,212,169,2,168.75,High Risk,2011-06-23 15:26:00
13930,Potential Loyalists,313,58,2,314.34000000000003,Medium Risk,2011-10-13 09:45:00
13931,Potential Loyalists,224,86,3,938.28,Medium Risk,2011-09-15 10:03:00
13932,At Risk,112,295,1,183.89999999999998,High Risk,2011-02-18 12:02:00
13933,Potential Loyalists,213,109,2,509.49,Medium Risk,2011-08-22 14:03:00
13934,Potential Loyalists,114,264,1,742.45,Medium Risk,2011-03-21 08:39:00
13936,Potential Loyalists,213,171,2,369.73999999999995,Medium Risk,2011-06-21 17:44:00
13937,At Risk,211,169,1,128.25,High Risk,2011-06-23 16:35:00
13938,At Risk,311,35,1,71.66,High Risk,2011-11-04 14:37:00
13939,Loyal Customers,433,23,4,466.37,Low Risk,2011-11-16 13:33:00
13940,Loyal Customers,434,17,4,630.7099999999999,Low Risk,2011-11-22 15:15:00
13941,Loyal Customers,434,22,5,880.48,Low Risk,2011-11-18 09:43:00
13946,At Risk,221,79,3,57.33,High Risk,2011-09-21 13:33:00
13947,At Risk,311,65,1,77.1,High Risk,2011-10-05 14:42:00
13948,Lost Customers,111,361,1,70.19999999999999,High Risk,2010-12-14 10:18:00
13949,Champions,535,3,6,2065.69,Low Risk,2011-12-07 09:35:00
13950,Loyal Customers,533,11,4,419.80999999999995,Low Risk,2011-11-28 14:44:00
13951,Potential Loyalists,223,176,3,460.84000000000003,Medium Risk,2011-06-16 16:43:00
13952,Potential Loyalists,125,211,3,2182.911,Medium Risk,2011-05-12 19:27:00
13953,Potential Loyalists,512,7,2,265.68,Medium Risk,2011-12-02 16:04:00
13954,Loyal Customers,522,2,3,295.32,Low Risk,2011-12-08 12:50:00
13955,At Risk,212,154,2,226.81000000000006,High Risk,2011-07-08 17:19:00
13956,Loyal Customers,533,5,5,584.9900000000001,Low Risk,2011-12-04 13:20:00
13958,Lost Customers,111,372,1,0.0,High Risk,2010-12-02 17:03:00
13959,Potential Loyalists,223,79,3,484.79,Medium Risk,2011-09-21 15:06:00
13960,Potential Loyalists,412,21,2,159.42,Medium Risk,2011-11-18 15:27:00
13962,Potential Loyalists,411,22,2,82.1,Medium Risk,2011-11-18 08:47:00
13963,Potential Loyalists,133,308,4,445.21999999999997,Medium Risk,2011-02-04 14:43:00
13969,Champions,545,7,20,6218.43,Low Risk,2011-12-02 15:11:00
13971,Champions,545,9,11,2484.71,Low Risk,2011-12-01 08:27:00
13972,At Risk,212,71,2,162.85000000000005,High Risk,2011-09-30 11:54:00
13973,At Risk,112,287,1,186.75000000000003,High Risk,2011-02-25 15:21:00
13974,Potential Loyalists,313,49,1,395.74,Medium Risk,2011-10-21 14:41:00
13975,Champions,445,31,7,2167.6,Low Risk,2011-11-08 13:19:00
13976,At Risk,112,207,1,227.96000000000004,High Risk,2011-05-17 09:13:00
13978,Potential Loyalists,411,15,2,132.53,Medium Risk,2011-11-25 11:36:00
13979,Potential Loyalists,214,73,1,857.3699999999999,Medium Risk,2011-09-27 13:32:00
13980,At Risk,311,60,1,104.28,High Risk,2011-10-10 13:34:00
13982,Loyal Customers,335,39,5,1424.6,Low Risk,2011-10-31 16:24:00
13983,Loyal Customers,344,40,10,1171.3000000000002,Low Risk,2011-10-31 12:05:00
13984,Loyal Customers,432,27,4,277.42999999999995,Low Risk,2011-11-13 12:38:00
13985,Champions,545,4,16,6838.23,Low Risk,2011-12-05 17:06:00
13986,Potential Loyalists,412,17,1,186.06,Medium Risk,2011-11-22 15:00:00
13988,Champions,445,20,8,3048.17,Low Risk,2011-11-20 10:15:00
13989,Potential Loyalists,313,66,2,438.41,Medium Risk,2011-10-05 09:47:00
13990,At Risk,112,213,1,221.18000000000004,High Risk,2011-05-10 15:19:00
13991,Champions,544,12,7,716.09,Low Risk,2011-11-27 16:18:00
13992,Potential Loyalists,411,30,1,76.8,Medium Risk,2011-11-09 15:23:00
13993,Champions,345,43,10,1488.71,Low Risk,2011-10-28 09:06:00
13994,Champions,535,4,6,1708.69,Low Risk,2011-12-06 11:05:00
13995,Loyal Customers,434,15,6,1270.29,Low Risk,2011-11-24 14:22:00
13999,Champions,545,10,14,3300.41,Low Risk,2011-11-29 13:40:00
14000,At Risk,112,206,2,262.20000000000005,High Risk,2011-05-17 13:44:00
14001,Loyal Customers,334,46,4,753.0000000000001,Low Risk,2011-10-25 10:31:00
14002,Potential Loyalists,213,134,2,355.9,Medium Risk,2011-07-28 15:55:00
14004,Champions,345,43,7,2904.1099999999997,Low Risk,2011-10-27 14:40:00
14005,Champions,534,10,5,1166.7,Low Risk,2011-11-30 12:41:00
14006,Potential Loyalists,223,116,3,467.9,Medium Risk,2011-08-16 09:39:00
14009,Potential Loyalists,124,198,3,623.01,Medium Risk,2011-05-25 15:47:00
14012,At Risk,113,278,1,328.8,High Risk,2011-03-07 12:26:00
14013,Potential Loyalists,223,110,3,435.58,Medium Risk,2011-08-21 15:01:00
14014,At Risk,212,77,1,304.42,High Risk,2011-09-23 13:18:00
14015,Potential Loyalists,313,53,1,393.42,Medium Risk,2011-10-18 10:02:00
14016,Loyal Customers,235,162,4,2153.1699999999996,Low Risk,2011-07-01 11:29:00
14019,Loyal Customers,334,47,4,991.0100000000001,Low Risk,2011-10-24 10:13:00
14020,Potential Loyalists,413,17,2,560.3600000000001,Medium Risk,2011-11-23 09:22:00
14021,Potential Loyalists,223,155,3,421.19999999999993,Medium Risk,2011-07-07 15:46:00
14022,At Risk,113,225,1,396.8,High Risk,2011-04-28 14:39:00
14023,Loyal Customers,513,7,2,485.17,Low Risk,2011-12-02 13:58:00
14024,At Risk,212,122,2,298.45,High Risk,2011-08-10 11:30:00
14027,At Risk,311,61,1,104.82000000000002,High Risk,2011-10-10 09:01:00
14029,Potential Loyalists,312,63,2,287.86,Medium Risk,2011-10-07 14:46:00
14030,Champions,445,18,7,1460.2,Low Risk,2011-11-21 16:48:00
14031,Champions,545,7,16,3771.5600000000004,Low Risk,2011-12-02 17:13:00
14032,Champions,545,2,18,2155.1599999999994,Low Risk,2011-12-07 15:23:00
14034,Loyal Customers,423,22,3,337.89,Low Risk,2011-11-17 14:02:00
14035,Loyal Customers,434,29,5,834.3699999999999,Low Risk,2011-11-11 10:03:00
14036,At Risk,113,285,1,419.5,High Risk,2011-02-28 09:26:00
14037,At Risk,211,176,2,139.25,High Risk,2011-06-16 13:57:00
14038,Loyal Customers,235,78,4,1560.3799999999997,Low Risk,2011-09-22 13:37:00
14039,At Risk,311,33,1,82.6,High Risk,2011-11-06 13:48:00
14040,Champions,345,41,14,1802.06,Low Risk,2011-10-30 12:42:00
14041,Lost Customers,111,266,1,141.41,High Risk,2011-03-18 13:25:00
14044,Loyal Customers,433,27,4,432.62,Low Risk,2011-11-13 12:05:00
14046,Lost Customers,111,284,1,47.71,High Risk,2011-02-28 14:48:00
14047,Loyal Customers,533,9,6,319.35,Low Risk,2011-12-01 11:43:00
14048,At Risk,113,277,2,376.05,High Risk,2011-03-07 13:49:00
14049,Champions,435,17,6,4456.99,Low Risk,2011-11-23 12:20:00
14050,Loyal Customers,414,32,2,746.3599999999999,Low Risk,2011-11-08 10:00:00
14051,Champions,545,1,22,4513.36,Low Risk,2011-12-09 10:20:00
14052,Potential Loyalists,411,20,1,139.91,Medium Risk,2011-11-20 12:30:00
14053,At Risk,211,160,1,41.75,High Risk,2011-07-03 12:21:00
14054,At Risk,311,65,1,92.46,High Risk,2011-10-05 15:49:00
14055,At Risk,211,106,1,131.29,High Risk,2011-08-25 15:04:00
14056,Champions,545,1,29,5584.01,Low Risk,2011-12-08 13:36:00
14057,Champions,445,24,15,4062.0699999999997,Low Risk,2011-11-16 10:32:00
14059,Lost Customers,111,267,1,132.59999999999997,High Risk,2011-03-18 10:06:00
14060,Champions,545,5,17,2555.92,Low Risk,2011-12-05 12:29:00
14062,Champions,545,10,7,1614.89,Low Risk,2011-11-30 10:04:00
14064,Loyal Customers,434,29,6,783.75,Low Risk,2011-11-10 13:14:00
14066,Lost Customers,111,267,1,78.6,High Risk,2011-03-18 12:21:00
14067,Potential Loyalists,312,64,2,245.69,Medium Risk,2011-10-07 10:21:00
14068,At Risk,112,320,1,208.35,High Risk,2011-01-23 16:02:00
14071,Champions,544,4,9,883.9300000000001,Low Risk,2011-12-06 12:27:00
14073,Potential Loyalists,411,32,1,139.54,Medium Risk,2011-11-07 15:49:00
14075,Loyal Customers,524,5,3,728.54,Low Risk,2011-12-05 08:38:00
14076,At Risk,211,129,1,95.77,High Risk,2011-08-02 15:19:00
14077,Loyal Customers,333,41,5,324.3,Low Risk,2011-10-30 12:35:00
14078,Potential Loyalists,233,102,6,377.32,Medium Risk,2011-08-30 12:16:00
14079,At Risk,211,125,1,147.25,High Risk,2011-08-07 12:10:00
14080,At Risk,311,33,1,45.599999999999994,High Risk,2011-11-07 11:09:00
14081,Potential Loyalists,124,267,3,663.3000000000001,Medium Risk,2011-03-17 14:24:00
14082,Lost Customers,111,365,1,127.04999999999998,High Risk,2010-12-10 11:02:00
14083,Champions,544,4,7,715.75,Low Risk,2011-12-05 13:14:00
14085,Champions,545,2,17,3587.3500000000004,Low Risk,2011-12-07 13:46:00
14087,Potential Loyalists,512,3,1,185.17000000000002,Medium Risk,2011-12-07 12:41:00
14088,Champions,545,10,12,10780.04,Low Risk,2011-11-29 16:16:00
14089,At Risk,311,57,1,111.05,High Risk,2011-10-14 10:38:00
14092,Champions,545,8,17,3685.36,Low Risk,2011-12-02 12:13:00
14093,Loyal Customers,513,12,1,388.1,Low Risk,2011-11-27 16:27:00
14096,Champions,545,4,18,27211.04,Low Risk,2011-12-05 17:17:00
14098,At Risk,311,37,1,147.34999999999997,High Risk,2011-11-03 10:13:00
14099,Champions,445,16,12,2405.76,Low Risk,2011-11-23 13:53:00
14100,At Risk,211,138,1,144.25,High Risk,2011-07-25 11:01:00
14101,Lost Customers,111,295,1,2.95,High Risk,2011-02-18 12:31:00
14102,Champions,543,5,7,511.83,Low Risk,2011-12-04 15:38:00
14104,At Risk,211,166,1,69.71000000000001,High Risk,2011-06-27 12:49:00
14105,Potential Loyalists,214,85,2,979.0399999999998,Medium Risk,2011-09-15 16:13:00
14107,Champions,345,52,8,1892.57,Low Risk,2011-10-19 12:12:00
14108,Loyal Customers,423,31,3,506.66,Low Risk,2011-11-09 10:41:00
14109,Potential Loyalists,411,23,2,130.9,Medium Risk,2011-11-16 13:51:00
14110,Champions,345,37,10,2761.02,Low Risk,2011-11-03 11:47:00
14111,At Risk,221,85,3,25.2,High Risk,2011-09-15 16:11:00
14112,Champions,445,23,11,2492.66,Low Risk,2011-11-17 12:30:00
